Handle,Product Title,Vendor,Variant Price,Variant SKU,URL
cb500f-heated-grip-attachment,CB500F Heated Grip Attachment,,169,CB500F-HEATED-GRIP-ATTACHMENT,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08t70mlrd40
igx800,IGX800,,,IGX800,https://www.hondaoutdoors.co.nz/engines/igx800
eg5500cxs-industrial-framed-generator,EG5500CXS Industrial Framed Generator,,3999,EG5500CXS-INDUSTRIAL-FRAMED-GENERATOR,https://www.hondaoutdoors.co.nz/eg5500cxs
hhb36-battery-blower,HHB36 Battery Blower,,399,HHB36-BATTERY-BLOWER,https://www.hondaoutdoors.co.nz/hhb36-battery-blower
round-trimmer-line-27mm-x-33m,Round Trimmer Line (2.7mm x 33m),,25,ROUND-TRIMMER-LINE-27MM-X-33M,https://www.hondaoutdoors.co.nz/round-trimmer-line-27mm-x-33m
hrx217-lawn-mower,HRX217 Lawn Mower,,2399,HRX217-LAWN-MOWER,https://www.hondaoutdoors.co.nz/lawncare/domestic-lawnmowers/hrx217-premium-lawnmower
pioneer-520-half-cargo-box,Pioneer 520 Half Cargo Box,,940,PIONEER-520-HALF-CARGO-BOX,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sl52hl6a01
wb20-2-water-pump,"WB20 2"" Water Pump",,1049,WB20-2-WATER-PUMP,https://www.hondaoutdoors.co.nz/wb20-water-pump
pioneer-1000-front-storage-box,Pioneer 1000 Front Storage Box,,828,PIONEER-1000-FRONT-STORAGE-BOX,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/pioneer-1000-front-storage-box
nx500-top-box-base,NX500 Top Box Base,,169,NX500-TOP-BOX-BASE,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l73mlrd80
eu30is-wheel-kit-4-wheels-with-locking-front-casters,EU30iS Wheel Kit (4 Wheels) with locking front casters,,325,EU30IS-WHEEL-KIT-4-WHEELS-WITH-LOCKING-FRONT-CASTERS,https://www.hondaoutdoors.co.nz/wheel-kit-4-wheels-eu30is
cbr650r-cb650r-rear-seat-bag-attachment,CBR650R / CB650R Rear Seat Bag Attachment,,20,CBR650R-CB650R-REAR-SEAT-BAG-ATTACHMENT,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l70mkjd00
africa-twin-backrest-for-58l-top-box,Africa Twin Backrest For 58L Top Box,,84,AFRICA-TWIN-BACKREST-FOR-58L-TOP-BOX,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l79mkse00
pioneer-520-700-light-bar-clamp-41mm,Pioneer 520 / 700 Light Bar Clamp 41mm,,,PIONEER-520-700-LIGHT-BAR-CLAMP-41MM,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/0sv31hl3302a
transalp-pannier-support-stay,Transalp Pannier Support Stay,,317,TRANSALP-PANNIER-SUPPORT-STAY,https://www.hondamotorbikes.co.nz/honda-genuine-accessories/08l72mlcd00
msx125-grom,MSX125 Grom,,,MSX125-GROM,https://www.hondamotorbikes.co.nz/msx125-grom
cb500-hornet,CB500 Hornet,,,CB500-HORNET,https://www.hondamotorbikes.co.nz/cb500-hornet
